embedding_model,threshold,policy,max_size,clean_size,repeat,step,cluster,prompt,hit,llm_time_s,total_time_s,miss_reason,cache_size,similarity,distance
nomic-embed-text,0.85,LFU,16,4,2,25,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.1594831943511963,,,,
nomic-embed-text,0.85,LFU,16,4,2,26,2,Write a python function to calculate a factorial.,True,0.0,0.13705110549926758,,,,
nomic-embed-text,0.85,LFU,16,4,2,27,2,Write a javascript function to calculate a factorial.,True,0.0,0.14885663986206055,,,,
nomic-embed-text,0.85,LFU,16,4,2,28,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.1605539321899414,,,,
nomic-embed-text,0.85,LFU,16,4,2,29,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.13802409172058105,,,,
nomic-embed-text,0.85,LFU,16,4,2,30,3,Can you explain the story of 'The Matrix'?,True,0.0,0.13120508193969727,,,,
nomic-embed-text,0.9,LFU,16,4,0,1,0,What is the capital of France?,True,0.0,0.11963820457458496,,,,
nomic-embed-text,0.9,LFU,16,4,0,2,0,France's capital city is what?,True,0.0,0.11282730102539062,,,,
nomic-embed-text,0.9,LFU,16,4,0,3,0,Tell me the capital of France.,True,0.0,0.10729074478149414,,,,
nomic-embed-text,0.9,LFU,16,4,0,4,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.12584900856018066,,,,
nomic-embed-text,0.9,LFU,16,4,0,5,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.12007260322570801,,,,
nomic-embed-text,0.9,LFU,16,4,0,6,2,Write a python function to calculate a factorial.,True,0.0,0.16336536407470703,,,,
nomic-embed-text,0.9,LFU,16,4,0,7,2,Write a javascript function to calculate a factorial.,True,0.0,0.13581347465515137,,,,
nomic-embed-text,0.9,LFU,16,4,0,8,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.18094253540039062,,,,
nomic-embed-text,0.9,LFU,16,4,0,9,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.16549158096313477,,,,
nomic-embed-text,0.9,LFU,16,4,0,10,3,Can you explain the story of 'The Matrix'?,True,0.0,0.1303856372833252,,,,
nomic-embed-text,0.9,LFU,16,4,1,11,0,What is the capital of France?,True,0.0,0.13628554344177246,,,,
nomic-embed-text,0.9,LFU,16,4,1,12,0,France's capital city is what?,True,0.0,0.12010765075683594,,,,
nomic-embed-text,0.9,LFU,16,4,1,13,0,Tell me the capital of France.,True,0.0,0.12242531776428223,,,,
nomic-embed-text,0.9,LFU,16,4,1,14,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.11566519737243652,,,,
nomic-embed-text,0.9,LFU,16,4,1,15,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.1259629726409912,,,,
nomic-embed-text,0.9,LFU,16,4,1,16,2,Write a python function to calculate a factorial.,True,0.0,0.11647367477416992,,,,
nomic-embed-text,0.9,LFU,16,4,1,17,2,Write a javascript function to calculate a factorial.,True,0.0,0.13188862800598145,,,,
nomic-embed-text,0.9,LFU,16,4,1,18,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.12284731864929199,,,,
nomic-embed-text,0.9,LFU,16,4,1,19,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.11317634582519531,,,,
nomic-embed-text,0.9,LFU,16,4,1,20,3,Can you explain the story of 'The Matrix'?,True,0.0,0.1246798038482666,,,,
nomic-embed-text,0.9,LFU,16,4,2,21,0,What is the capital of France?,True,0.0,0.1361682415008545,,,,
nomic-embed-text,0.9,LFU,16,4,2,22,0,France's capital city is what?,True,0.0,0.11476421356201172,,,,
nomic-embed-text,0.9,LFU,16,4,2,23,0,Tell me the capital of France.,True,0.0,0.13320541381835938,,,,
nomic-embed-text,0.9,LFU,16,4,2,24,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.14784741401672363,,,,
nomic-embed-text,0.9,LFU,16,4,2,25,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.12026214599609375,,,,
nomic-embed-text,0.9,LFU,16,4,2,26,2,Write a python function to calculate a factorial.,True,0.0,0.13541507720947266,,,,
nomic-embed-text,0.9,LFU,16,4,2,27,2,Write a javascript function to calculate a factorial.,True,0.0,0.14130663871765137,,,,
nomic-embed-text,0.9,LFU,16,4,2,28,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.11722803115844727,,,,
nomic-embed-text,0.9,LFU,16,4,2,29,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.12849760055541992,,,,
nomic-embed-text,0.9,LFU,16,4,2,30,3,Can you explain the story of 'The Matrix'?,True,0.0,0.13246774673461914,,,,
nomic-embed-text,0.95,LFU,16,4,0,1,0,What is the capital of France?,True,0.0,0.14418530464172363,,,,
nomic-embed-text,0.95,LFU,16,4,0,2,0,France's capital city is what?,True,0.0,0.10607481002807617,,,,
nomic-embed-text,0.95,LFU,16,4,0,3,0,Tell me the capital of France.,True,0.0,0.1094663143157959,,,,
nomic-embed-text,0.95,LFU,16,4,0,4,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.13536286354064941,,,,
nomic-embed-text,0.95,LFU,16,4,0,5,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.17241430282592773,,,,
nomic-embed-text,0.95,LFU,16,4,0,6,2,Write a python function to calculate a factorial.,True,0.0,0.12880730628967285,,,,
nomic-embed-text,0.95,LFU,16,4,0,7,2,Write a javascript function to calculate a factorial.,True,0.0,0.15894246101379395,,,,
nomic-embed-text,0.95,LFU,16,4,0,8,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.15694594383239746,,,,
nomic-embed-text,0.95,LFU,16,4,0,9,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.11601066589355469,,,,
nomic-embed-text,0.95,LFU,16,4,0,10,3,Can you explain the story of 'The Matrix'?,True,0.0,0.16149687767028809,,,,
nomic-embed-text,0.95,LFU,16,4,1,11,0,What is the capital of France?,True,0.0,0.1368846893310547,,,,
nomic-embed-text,0.95,LFU,16,4,1,12,0,France's capital city is what?,True,0.0,0.11560750007629395,,,,
nomic-embed-text,0.95,LFU,16,4,1,13,0,Tell me the capital of France.,True,0.0,0.10603141784667969,,,,
nomic-embed-text,0.95,LFU,16,4,1,14,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.12632226943969727,,,,
nomic-embed-text,0.95,LFU,16,4,1,15,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.1775665283203125,,,,
nomic-embed-text,0.95,LFU,16,4,1,16,2,Write a python function to calculate a factorial.,True,0.0,0.15958642959594727,,,,
nomic-embed-text,0.95,LFU,16,4,1,17,2,Write a javascript function to calculate a factorial.,True,0.0,0.15592694282531738,,,,
nomic-embed-text,0.95,LFU,16,4,1,18,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.15108036994934082,,,,
nomic-embed-text,0.95,LFU,16,4,1,19,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.13693523406982422,,,,
nomic-embed-text,0.95,LFU,16,4,1,20,3,Can you explain the story of 'The Matrix'?,True,0.0,0.14073562622070312,,,,
nomic-embed-text,0.95,LFU,16,4,2,21,0,What is the capital of France?,True,0.0,0.13127589225769043,,,,
nomic-embed-text,0.95,LFU,16,4,2,22,0,France's capital city is what?,True,0.0,0.14288926124572754,,,,
nomic-embed-text,0.95,LFU,16,4,2,23,0,Tell me the capital of France.,True,0.0,0.11301994323730469,,,,
nomic-embed-text,0.95,LFU,16,4,2,24,1,What are the advantages of using a semantic cache for LLMs?,True,0.0,0.14264416694641113,,,,
nomic-embed-text,0.95,LFU,16,4,2,25,1,What are the disadvantages of using a semantic cache for LLMs?,True,0.0,0.15562772750854492,,,,
nomic-embed-text,0.95,LFU,16,4,2,26,2,Write a python function to calculate a factorial.,True,0.0,0.11184120178222656,,,,
nomic-embed-text,0.95,LFU,16,4,2,27,2,Write a javascript function to calculate a factorial.,True,0.0,0.12406396865844727,,,,
nomic-embed-text,0.95,LFU,16,4,2,28,3,Summarize the plot of the movie 'The Matrix',True,0.0,0.12673616409301758,,,,
nomic-embed-text,0.95,LFU,16,4,2,29,3,Give me a short summary of what happens in 'The Matrix',True,0.0,0.13585376739501953,,,,
nomic-embed-text,0.95,LFU,16,4,2,30,3,Can you explain the story of 'The Matrix'?,True,0.0,0.15478301048278809,,,,
